	C_1_tpm	C_2_tpm	C_3_tpm	VS_1_tpm	VS_2_tpm	VS_3_tpm
PSMA6	280.308	292.107	287.262	290.741	298.742	300.323
PSMA6P1	0.0	0.0	0.0	0.0	0.0	0.0
PSMA6P2	0.0	0.0	0.0	0.0	0.168818	0.0
PSMA6P3	0.0	0.0	0.0	0.0	0.0	0.0
PSMA6P4	0.0	0.0	0.0	0.0	0.0	0.0
PSMA7	940.721	976.5360000000001	1011.57	1030.08	1070.88	998.721
PSMA8	0.0	0.0	0.0	0.0	0.0	0.0
PSMB1	317.55	315.119	292.767	310.626	325.561	319.205
PSMB10	63.4055	55.3457	62.4015	58.0974	61.7537	49.326
PSMB11	0.0	0.0	0.0	0.0	0.0	0.0
PSMB2	106.814	107.023	104.06299999999999	103.501	106.264	108.46799999999999
PSMB3	166.67	172.229	180.06599999999997	172.984	185.39	173.733
PSMB3P2	0.0	0.0	0.0	0.0	0.0	0.0
PSMB4	743.8330000000001	738.5060000000001	754.409	771.289	789.424	750.2589999999999
PSMB5	131.375	132.352	127.419	133.39600000000002	138.543	126.666
PSMB6	225.18599999999998	223.083	219.209	222.187	236.26	219.394
PSMB7	459.17800000000005	467.87199999999996	478.10400000000004	481.35699999999997	472.912	462.656
PSMB7P1	0.0	0.0	0.0	0.0	0.0	0.0
PSMB8	1.38306	1.32385	1.31469	1.21195	0.785067	0.397805
PSMB9	0.0163034	0.06398	0.027183699999999998	0.029013900000000002	0.0421659	0.158243
PSMC1	188.06400000000002	175.895	173.832	155.19299999999998	167.391	172.021
PSMC1P1	15.5961	13.6841	15.015999999999998	18.2929	14.0237	15.3199
PSMC1P10	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P11	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P12	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P13	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P2	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P3	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P4	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P5	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P6	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P7	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P8	0.0	0.0	0.0	0.0	0.0	0.0
PSMC1P9	0.0	0.0	0.0	0.0	0.0	0.0
PSMC2	227.46900000000002	220.49599999999998	226.877	218.90099999999998	223.577	218.42700000000002
PSMC3	99.6997	93.9703	107.14	112.65100000000001	106.87299999999999	98.6255
PSMC3IP	14.3624	13.8029	15.5603	11.8133	11.4514	11.1014
PSMC4	80.2297	79.929	80.0502	80.2468	78.1801	79.7751
PSMC5	184.778	180.967	180.364	177.84	170.947	174.644
PSMC6	47.1392	58.0768	42.9352	68.4835	53.5968	52.8996
PSMD1	154.145	141.797	147.491	148.775	145.00799999999998	157.965
PSMD10	60.3756	62.4713	60.2971	59.4398	61.2013	60.513999999999996
PSMD10P1	0.14591300000000001	0.0	0.151998	0.0	0.17083900000000002	0.0
PSMD10P2	0.0	0.0	0.22802399999999998	0.0	0.0	0.0
PSMD10P3	0.0	0.0	0.0	0.0	0.0	0.0
PSMD11	63.7411	58.373000000000005	59.4418	56.8899	57.4012	56.1788
PSMD12	87.8746	88.1279	82.7337	79.2197	78.4236	83.5731
PSMD13	59.5096	55.0355	61.575	57.0216	59.6834	56.6189
PSMD14	151.063	155.405	152.41	144.815	144.738	158.809
PSMD2	178.40099999999998	167.923	190.40900000000002	185.915	194.245	185.745
PSMD3	199.12	181.321	197.56099999999998	197.77700000000002	192.275	194.363
PSMD4	192.852	187.524	199.748	194.25599999999997	189.132	188.657
PSMD4P1	0.0	0.0	0.0	0.0	0.0	0.0
PSMD5	0.0	0.0	0.0	0.0188446	0.0897656	0.145901
PSMD5-AS1	0.0	0.0	0.0	0.0	0.0360175	0.0375614
PSMD6	207.56400000000002	215.243	209.752	202.408	208.143	213.752
PSMD7	66.7445	70.5813	64.5942	55.6978	64.6496	64.8216
PSMD8	239.36700000000002	227.359	229.563	232.294	239.90099999999998	230.06099999999998
PSMD8P1	0.0	0.0	0.0	0.0	0.0	0.0
PSMD9	43.0003	48.0418	48.4286	36.4391	55.038999999999994	49.3573
PSME1	90.4354	83.0879	84.6673	88.5561	85.245	80.0654
PSME2	63.3493	65.1823	56.9411	60.0605	68.8308	64.5613
PSME2P2	0.0	0.0	0.0	0.0	0.0	0.0
PSME2P6	0.0	0.0	0.0	0.0	0.0	0.0
PSME3	144.904	133.111	144.445	139.045	127.98299999999999	140.761
PSME4	23.9543	21.2581	21.6119	20.9905	17.4923	22.2456
PSMF1	53.7216	50.9718	43.195	55.5236	61.7369	47.1046
PSMG1	25.6542	27.3164	24.5047	21.9628	19.5224	31.535
PSMG2	34.3259	43.4242	38.0575	30.9972	40.9738	38.6904
PSMG3	72.2008	59.8996	67.9441	66.6966	56.5138	59.1037
PSMG4	30.2899	35.16	28.3781	30.1194	30.3883	29.5558
PSORS1C1	0.26057199999999997	0.038314999999999995	0.0	0.0	0.360955	0.0692523
PSORS1C2	0.0	0.0	0.0	0.0	0.0	0.0
PSPC1	37.3465	33.5895	38.4088	43.4334	47.0923	41.5434
PSPC1P1	0.0	0.0	0.162017	0.0	0.185291	0.157106
PSPC1P2	5.79705	8.86882	0.0	2.77019	3.3445099999999996	2.93851
PSPH	9.54089	8.70655	9.18476	8.994	9.5007	10.4189
PSPHP1	0.0	0.0	0.0	0.0	0.0	0.0
PSPN	0.679286	0.44892299999999996	0.414628	0.454733	0.411933	0.371594
PSRC1	22.8686	15.0397	16.2341	17.8968	19.1265	16.8536
PSTK	6.57897	5.85912	6.1447199999999995	7.1815	7.03965	5.38315
PSTPIP1	0.0	0.0	0.0	0.0	0.0657299	0.0
PSTPIP2	0.0477255	0.0	0.0	0.0	0.0	0.046399199999999995
PTAFR	0.0570817	0.0869634	0.141189	0.09763780000000001	0.081148	0.0496215
PTAR1	14.2101	14.5681	13.669	10.3097	10.6792	13.1526
PTBP1	136.211	133.457	134.755	137.567	140.434	142.349
PTBP1P	0.0	0.0	0.0	0.0	0.0	0.0
PTBP2	3.47169	3.8563199999999997	2.46653	3.6846300000000003	3.3759099999999997	4.33479
PTBP3	11.3184	12.1405	10.5317	9.48893	9.4476	11.8159
PTCD1	7.876930000000001	8.24005	8.58335	6.756480000000001	7.216069999999999	7.60815
PTCD2	1.9909299999999999	2.29763	1.9916900000000002	1.6154700000000002	1.47886	2.87399
PTCD2P1	0.0	0.0	0.0	0.0	0.0	0.0
PTCD2P2	0.0	0.0	0.0	0.0	0.0	0.0
PTCD3	24.609	28.0803	27.3528	27.434	30.1189	28.6842
PTCH1	1.56958	2.11951	1.33896	3.01634	2.19457	1.9187400000000001
PTCH2	0.195708	0.16266	0.031811	0.060488400000000005	0.0842866	0.030863400000000003
PTCHD1	0.0	0.00507737	0.0	0.00478265	0.0160438	0.023661
PTCHD3	0.0	0.0	0.0	0.0	0.0	0.0210226
PTCHD3P1	63.7241	70.3675	83.2568	72.0826	66.2973	66.2013
PTCHD3P2	0.0	0.0	0.0	0.0	0.0	0.0
PTCHD3P3	0.0	0.0	0.0	0.0	0.0	0.0
PTCHD4	3.8625199999999995	4.15634	3.58995	4.29089	4.53429	4.1813400000000005
PTCRA	7.40768	5.74641	6.011769999999999	9.231860000000001	7.91822	6.33598
PTDSS1	96.0538	94.95299999999999	94.682	92.3952	87.3825	95.4739
PTDSS2	23.0188	22.7991	23.9658	23.7177	22.0438	22.569000000000003
PTEN	27.1011	25.5964	23.2245	20.273	25.8611	24.69
PTENP1	0.118952	0.057373900000000005	0.106446	0.0341589	0.0817301	0.08691189999999999
PTER	20.2269	16.8847	16.6831	19.473	18.0713	16.3111
PTF1A	0.0	0.0	0.0	0.0	0.0	0.0
PTGDR	0.0	0.0	0.0	0.0	0.0	0.0
PTGDR2	0.022915	0.07784110000000001	0.0239663	0.136638	0.108493	0.0464986
PTGDS	0.0912755	0.175623	0.0	0.171087	0.0	0.0
PTGER1	0.0	0.05928340000000001	0.0	0.0	0.0	0.0
PTGER2	0.0	0.0	0.0	0.0	0.0	0.0
PTGER3	0.0	0.0	0.0	0.0	0.0	0.0
PTGER4	0.0	0.06765739999999999	0.446104	0.0	0.07026039999999999	0.047544800000000005
PTGER4P2	0.0	0.0	0.0	0.577257	0.0	0.0
PTGER4P3	1.224	0.0	0.0	0.577257	0.0	0.0
PTGES	0.0	0.13600399999999999	0.20926599999999998	0.03761780000000001	0.0473267	0.203019
PTGES2	55.0004	50.955	61.0451	55.1074	60.2399	55.3776
PTGES3	439.905	477.718	423.579	405.38800000000003	400.98699999999997	451.647
PTGES3L	0.168624	0.38119000000000003	0.136507	0.12424500000000001	0.32645100000000005	0.18099300000000001
PTGES3L-AARSD1	0.14540999999999998	0.293294	0.0	0.23916700000000002	0.0	0.126435
PTGES3P1	0.0	0.0	0.0	0.0	0.0	0.0
PTGES3P2	0.0	0.0	0.0	0.0	0.0	0.281562
PTGES3P3	0.0	0.0	0.0	0.0	0.0	0.0
PTGES3P4	0.0	0.0	0.0	0.0	0.646313	0.0
PTGES3P5	0.0	0.0	0.0	0.0	0.0	0.0
PTGFR	0.0	0.0	0.0	0.0	0.0	0.0
PTGFRN	22.3155	20.5047	21.2389	20.9519	21.7033	20.3682
PTGIR	0.0	0.0	0.0	0.036874199999999996	0.0	0.0
PTGIS	0.0354029	0.026545299999999997	0.0584995	0.0598251	0.0403088	0.0119615
PTGR1	5.2096	3.6595	5.276330000000001	7.77922	5.3378	6.4421
PTGR2	2.20837	3.09438	2.90286	3.2678599999999998	2.1724799999999997	3.033
PTGS1	0.0	0.0	0.013605899999999999	0.0	0.0	0.013200299999999998
PTGS2	0.0	0.0	0.0183913	0.0416083	0.0	0.0
PTH	0.0	0.0	0.0	0.0	0.0	0.0
PTH1R	0.0	0.0	0.0	0.0	0.0	0.0
PTH2	0.0	0.0	0.96431	0.0	0.0	0.0
PTH2R	0.0	0.0	0.215943	0.0	0.0	0.0
PTHLH	0.0	0.220727	0.101023	0.191945	0.0	0.265427
PTK2	23.8995	22.9061	24.6811	21.914	22.965	26.3344
PTK2B	1.03026	1.02347	0.854485	0.706753	0.520282	0.53384
PTK6	0.0	0.0	0.0	0.028160400000000006	0.0	0.08587410000000001
PTK7	15.4976	15.1457	14.6359	16.1585	16.9979	16.1018
PTMA	2842.21	3034.94	2847.21	2774.43	2800.83	2974.2
PTMAP1	0.701862	1.17841	4.31693	0.209531	0.803538	0.706294
PTMAP2	1.3990799999999999	0.804697	0.719249	1.34051	1.60611	1.4050799999999999
PTMAP3	0.674809	0.781705	0.0	0.0	0.0	0.0
PTMAP4	0.0	0.0	0.0	0.0	0.0	0.0
PTMAP5	0.0674779	2.31688	0.527948	0.0703038	1.35354	0.367543
PTMAP6	0.0	0.0	0.0	0.0	0.0	0.0
PTMAP8	0.618518	0.0	0.638868	1.21339	0.0	0.0
PTMS	200.317	193.535	208.687	193.558	203.30900000000003	196.722
PTN	0.180924	0.0	0.0	0.0	0.0	0.0
PTOV1	70.8162	68.7753	67.8354	73.2848	74.2446	71.9826
PTP4A1	123.339	128.001	118.169	102.245	98.8822	114.555
PTP4A1P1	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A1P2	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A1P3	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A1P4	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A1P5	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A1P6	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A1P7	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A2	342.533	320.52299999999997	321.94	320.828	330.898	330.337
PTP4A3	12.4372	16.4071	16.6581	13.8892	14.7242	14.1017
PTPA	34.9007	39.159	34.833	31.8957	29.7316	28.840999999999998
PTPDC1	11.5805	11.2852	11.1278	10.2848	9.391119999999999	10.4113
PTPMT1	36.1175	39.3509	39.8399	34.7788	39.6253	37.9789
PTPN1	34.1572	31.6844	35.6358	33.8232	30.1966	35.4644
PTPN11	71.6247	72.1552	68.1756	68.3486	65.9887	72.2306
PTPN12	24.8365	30.121	25.7584	23.5055	21.6308	26.7409
PTPN13	4.79782	3.3983	3.44026	3.64123	3.41411	3.2856199999999998
PTPN14	6.270490000000001	6.1146400000000005	6.716239999999999	5.834890000000001	5.67277	6.18861
PTPN18	6.657030000000001	7.45383	7.507000000000001	7.80877	8.59596	9.365089999999999
PTPN2	22.877	25.0349	25.1141	24.1307	27.2607	26.5495
PTPN20	0.127447	0.21723499999999998	0.532295	0.37938299999999997	0.300576	0.5167229999999999
PTPN20CP	0.0	0.0	0.0	0.0	0.0	0.0
PTPN21	4.95314	4.80719	5.37097	4.18283	3.51001	4.7782800000000005
PTPN22	0.23212800000000003	0.0	0.0	0.0323285	0.0	0.040007
PTPN23	43.1582	42.868	43.8726	44.6849	43.8834	43.1158
PTPN2P1	0.0	0.0	0.0	0.0	0.0	0.0
PTPN2P2	0.0	0.0	0.0	0.0	0.0	0.0
PTPN3	5.22368	4.96865	4.97722	4.08016	4.02053	3.9901400000000002
PTPN4	1.23526	2.04048	1.64418	5.645	1.3828200000000002	1.68003
PTPN5	0.047613800000000005	0.0	0.0	0.0294499	0.0	0.0
PTPN6	0.0	0.03607659999999999	0.0	0.15355	0.148393	0.0
PTPN7	0.0907932	0.0872325	0.15854200000000002	0.22596999999999998	0.08946489999999999	0.129302
PTPN9	19.0761	19.3961	18.2661	18.8107	18.0704	17.6371
PTPRA	15.9922	18.3265	12.8506	23.971	14.1692	23.3419
PTPRB	0.211931	0.10893900000000001	0.169149	0.418121	0.152384	0.201717
PTPRC	0.23345300000000002	0.17691500000000002	0.276458	0.0883717	0.0748003	0.112096
PTPRCAP	0.102023	0.0	0.0	0.0	0.0	0.113974
PTPRD	0.0976236	0.0	0.0	0.0	0.0	0.0
PTPRE	0.0	0.0	0.0	0.0162775	0.0152025	0.20405399999999999
PTPRF	11.3958	8.9831	10.1158	10.4049	10.7726	11.3478
PTPRG	12.9588	11.1195	10.9011	12.4811	11.8585	11.2211
PTPRH	0.0391416	0.0459647	0.0265731	0.0267565	0.030074599999999996	0.0397145
PTPRJ	9.964139999999999	11.3873	11.0574	9.84661	9.00885	10.2079
PTPRK	2.9112400000000003	3.34634	2.94983	3.44319	2.806	3.4807900000000003
PTPRM	25.2484	19.9046	22.7635	23.855999999999998	20.8819	23.2436
PTPRN	0.0	0.0	0.0	0.0	0.09060089999999998	0.0126402
PTPRN2	0.0394294	0.0	0.0	0.0	0.0	0.0132776
PTPRO	0.0	0.07635549999999999	0.0	0.0	0.0	0.0
PTPRQ	0.0	0.0	0.0159421	0.0	0.0	0.0
PTPRR	0.041204000000000005	0.0	0.0430564	0.0	0.15608699999999998	0.041786300000000005
PTPRS	25.4996	22.7139	26.4988	30.3948	26.8926	27.2228
PTPRT	0.0	0.0	0.0	0.0	0.0	0.0
PTPRU	0.168826	0.133786	0.147028	0.127148	0.0421916	0.258886
PTPRVP	0.0	0.0	0.033738300000000006	0.0	0.05730369999999999	0.0163704
PTPRZ1	8.428930000000001	7.9083	8.02281	8.21717	7.832110000000001	8.12363
PTRH1	16.6961	16.7226	16.8919	19.0607	17.5755	17.2907
PTRH2	105.86200000000001	104.13600000000001	110.706	92.6961	90.8811	95.1448
PTRHD1	38.0969	35.183	35.1533	40.1578	38.5445	39.9982
PTS	27.6667	29.6214	28.65	23.7214	22.291	22.8825
PTTG1	381.116	387.561	379.913	363.407	374.81300000000005	389.756
PTTG1IP	88.4837	94.3365	92.2214	91.6176	91.3604	96.4034
PTTG2	0.0	0.0	0.0	0.0	0.0	0.0
PTTG3P	0.0	0.0	0.0	0.0	0.0	0.0
PTTG4P	0.0	0.0	0.0	0.0	0.0	0.0
PTX3	0.180007	0.285727	0.150507	0.107299	0.21279800000000001	0.182573
PTX4	0.0964826	0.0	0.0	0.211096	0.0	0.0
PUDP	13.0693	12.6059	11.4097	12.4143	13.6432	13.7255
PUDPP1	0.0	0.0	0.0	0.0	0.0	0.0
PUDPP2	0.0	0.0	0.0	0.0	0.0	0.0
PUDPP3	0.0	0.0	0.0	0.0	0.0	0.0
PUF60	78.7793	80.691	81.7712	77.559	68.6365	66.0075
PUM1	6.73415	7.764480000000001	8.71365	5.18622	6.54845	6.92022
PUM2	29.4264	33.918	27.0	26.6165	25.149	29.7085
PUM3	77.6544	78.4665	76.001	59.4621	60.6058	62.2691
PURA	4.2842	4.8758099999999995	4.8137300000000005	3.98504	5.92143	4.6121
PURB	3.2816300000000003	3.16087	3.18339	3.0135	2.53698	2.60275
PURG	0.0	0.07843960000000001	0.0259488	0.0229476	0.0546446	0.023421200000000003
PUS1	33.3948	42.0529	30.9378	28.2693	30.5014	31.3286
PUS10	0.6992109999999999	0.623286	1.4133799999999999	1.17114	1.7069999999999999	1.54285
PUS3	4.38724	4.8431	5.37788	3.82939	6.4530199999999995	4.15078
PUS7	38.8089	35.1481	38.1627	37.8792	37.3734	35.9872
PUS7L	2.69499	4.585319999999999	3.03341	2.7410900000000002	3.16704	3.6449800000000003
PUSL1	30.0605	30.739	28.1692	29.5279	27.1776	24.5295
PVALB	0.0	0.577295	0.5221600000000001	0.0990375	0.701605	0.405889
PVR	19.1126	17.0008	17.8146	16.5685	16.3739	14.9908
PVRIG	1.35989	2.19865	1.9342400000000002	1.41177	1.26142	1.7014599999999998
PVRIG2P	0.0	0.0	0.0	0.0	0.0	0.0
PWP1	86.93700000000001	82.4834	88.7262	84.6521	80.5891	75.5942
PWP2	13.6389	12.6074	12.0707	12.161	12.1727	13.1535
PWWP2A	4.9844800000000005	6.37478	6.55312	5.23022	4.74326	6.37277
PWWP2AP1	0.0	0.0	0.0	0.0	0.0	0.0
PWWP2B	9.117510000000001	11.2032	11.8257	7.7785899999999994	8.4095	6.32275
PXDC1	14.157	16.3939	17.9448	11.8214	11.3873	13.5296
PXDN	0.0	0.0	0.22756300000000002	0.0	0.0	0.0257086
PXDNL	0.0	0.0	0.0	0.0	0.0	0.0
PXK	3.16938	2.6694400000000003	2.53819	3.00846	4.16544	2.46243
PXMP2	18.4487	20.3572	21.2412	22.7586	28.328000000000003	24.2048
PXMP4	6.32826	5.0698099999999995	3.6444300000000003	5.41372	7.873819999999999	6.89135
PXN	16.4105	14.1121	17.1008	15.1506	17.5566	16.2523
PXT1	0.0327128	0.0	0.0	0.0	0.0	0.0
PXYLP1	2.46971	4.45244	2.134	3.8707300000000004	3.3432199999999996	2.80992
PYCARD	0.0	0.07878639999999999	0.14276	0.0	0.0816815	0.140472
PYCR1	35.8118	28.1879	32.9515	42.3648	45.2804	39.1116
PYCR2	38.1299	37.7572	38.7471	44.2913	42.0095	40.7436
PYCR3	2.9011299999999998	3.16968	4.48942	2.83912	4.09713	3.32645
PYDC1	0.0	0.0	0.0	0.0	0.0	0.0
PYDC2	0.0	0.0	0.0	0.0	0.0	0.0
PYGB	49.7387	47.6256	49.8256	51.0748	49.8556	47.0625
PYGL	0.969045	1.2465700000000002	1.10196	1.0348	1.6703700000000001	1.28441
PYGM	0.0530812	0.117521	0.618715	0.0255312	0.12111	0.196128
PYGO1	4.73654	4.53969	5.14648	3.8764199999999995	2.44487	3.9409400000000003
PYGO2	16.3555	17.045	15.6508	17.2279	16.4383	16.1179
PYHIN1	0.043268	0.0	0.0	0.0	0.0	0.0
PYHIN5P	0.0	0.0	0.0	0.0	0.0	0.0
PYM1	20.4653	23.6152	22.6625	27.6426	26.4008	27.1126
PYROXD1	6.71905	8.43605	7.1512199999999995	6.00819	5.9731	6.294169999999999
PYROXD2	1.95323	1.3940700000000001	2.6055200000000003	1.5146	2.19398	1.51512
PYURF	99.31700000000001	111.198	91.9372	104.52600000000001	78.1495	103.72399999999999
PYY	0.0	0.261837	0.0	0.0	0.09037139999999999	0.0
PYY2	0.0	0.0	0.155604	0.07392810000000001	0.439067	0.0
PYY3	0.0	0.0	0.0	0.0	0.0	0.0
PZP	0.0	0.0	0.0	0.0	0.0	0.0
QARS	181.267	172.90900000000002	171.578	188.365	190.111	172.426
QDPR	46.6231	45.8892	41.7371	47.1387	44.598	38.2544
QKI	28.2959	26.8089	35.5278	26.9372	29.4507	31.5034
QPCT	0.295486	0.15448199999999998	0.08552799999999999	0.133678	0.12122100000000001	0.041502300000000006
QPCTL	12.9613	11.7573	12.6819	12.1763	12.0715	12.0979
QPRT	0.764843	0.661257	0.381168	0.912515	0.7687189999999999	0.539416
QRFP	0.0	0.147401	0.181015	0.43013500000000005	0.102332	1.05836
QRFPR	0.5034569999999999	0.6493720000000001	0.342575	0.20760900000000002	0.47406800000000004	0.21219200000000002
QRICH1	40.6482	40.7261	39.1768	42.023999999999994	37.2902	41.3508
QRICH2	0.0333737	0.0468147	0.14693399999999998	0.0465633	0.13666099999999998	0.09837510000000001
QRSL1	9.06671	10.1723	10.0368	9.617180000000001	9.61587	9.60137
QRSL1P1	0.0	0.0	0.0	0.0	0.0	0.0
QRSL1P2	0.0	0.0	0.0	0.0	0.0	0.0
QRSL1P3	0.0574553	0.0	0.0	0.0	0.0	0.05824540000000001
QSER1	9.56103	10.4474	9.00323	8.50769	8.017330000000001	9.66868
QSOX1	35.357	33.1535	35.7209	37.0257	38.0347	35.7346
QSOX2	17.6874	16.8442	16.3858	17.1012	15.6574	16.3188
QTRT1	41.1786	36.5624	38.9377	46.6038	44.559	38.279
QTRT1P1	0.0	0.0	0.0	0.0	0.0	0.0
QTRT2	19.8019	22.8432	19.29	18.0914	16.8269	17.2975
R3HCC1	26.7392	32.8958	30.4498	31.3009	31.4797	23.5504
R3HCC1L	14.4257	15.0176	14.5102	14.558	14.2617	16.1687
R3HDM1	10.3831	12.5011	11.1221	10.1386	9.66708	12.3607
R3HDM2	5.0359300000000005	5.01559	5.16919	4.94245	4.8783199999999995	5.818890000000001
R3HDM2P1	0.0	0.0	0.0	0.0	0.0	0.0
R3HDM2P2	0.0	0.0	0.0	0.0	0.0	0.0
R3HDM4	43.0909	45.2004	44.4412	45.2959	45.7396	43.9681
R3HDML	0.0	0.0616477	0.113416	0.0	0.0	0.0
RAB10	69.8242	73.0288	68.3577	68.334	65.1844	76.2069
RAB11A	110.211	95.3612	106.995	101.37799999999999	105.48	100.93700000000001
RAB11AP1	0.0	0.0	0.0	0.0	0.0	0.0
RAB11AP2	0.0	0.0	0.0	0.0	0.0	0.0
RAB11B	51.5967	54.0747	54.3802	56.8263	61.3724	52.9815
RAB11FIP1	7.698860000000001	8.77107	7.8053300000000005	6.4699599999999995	6.08301	7.34485
RAB11FIP1P1	1.24909	1.1425	1.3474	1.32075	0.952297	1.55282
RAB11FIP2	7.21059	5.280819999999999	6.90268	4.32629	6.30428	5.95032
RAB11FIP3	3.9723599999999997	3.4837	3.8748699999999996	3.9163699999999997	3.56996	3.7606300000000004
RAB11FIP4	4.94589	4.99178	4.61069	5.90584	5.181769999999999	4.4294
RAB11FIP5	7.07845	5.58026	7.07952	5.180619999999999	5.7507	5.92319
RAB12	24.186	20.8788	20.7375	19.1669	18.6597	20.9755
RAB13	130.29399999999998	127.416	126.48200000000001	131.28	138.507	136.627
RAB14	49.4358	49.7441	47.4183	45.9367	44.7547	49.7614
RAB15	3.6837800000000005	3.33989	3.2831599999999996	2.47189	2.6204099999999997	3.34385
RAB17	4.456930000000001	3.6669300000000002	3.37187	3.24643	3.3429900000000004	3.3072199999999996
RAB18	32.1434	28.524	25.0324	25.6458	25.9725	27.3834
RAB19	0.0	0.0	0.0	0.0	0.0	0.0
RAB1A	164.778	180.695	165.218	162.129	151.855	171.831
RAB1B	256.677	248.173	265.397	272.152	264.89	257.69599999999997
RAB1C	0.0	0.0	0.0	0.0	0.0	0.0
RAB20	18.206	17.4918	18.1143	9.42136	11.5457	9.718539999999999
RAB21	65.4482	59.1184	66.9384	62.1652	56.8858	56.0032
RAB22A	10.8333	11.8583	10.8682	10.4442	11.3397	11.1709
RAB23	10.0303	13.0294	11.917	10.0809	9.73685	13.2167
RAB24	17.9878	15.8463	18.414	14.8501	16.4773	14.7402
RAB25	0.0	0.0	0.23087800000000003	0.07094919999999999	0.258108	0.22428299999999998
RAB26	1.3967200000000002	1.86657	1.94565	1.13983	1.86031	1.66315
RAB27A	13.2838	12.7407	11.1133	11.8729	12.548	11.3079
RAB27B	0.0	0.412156	0.0	0.017068200000000002	0.0	0.00870765
RAB28	9.07377	9.61143	7.65172	7.00893	8.600710000000001	9.46152
RAB28P1	0.0	0.0	0.0	0.0	0.0	0.0
RAB28P2	0.0	0.0	0.0	0.0	0.0	0.0
RAB28P3	0.0	0.0	0.0	0.0	0.0	0.0
RAB28P4	0.0	0.0	0.0	0.0	0.0	0.0
RAB28P5	0.0	0.18026	0.163866	0.15554500000000002	0.736164	0.318397
RAB29	15.8764	16.2603	15.0642	13.7748	12.4943	13.4535
RAB2A	60.9594	70.0327	61.7904	49.6215	54.9971	69.7788
RAB2B	5.7848	4.89013	5.93202	5.72145	4.12791	5.61468
RAB30	1.73902	1.56637	2.82462	2.23223	1.07976	1.15687
RAB31	38.605	39.7792	36.1374	36.4142	37.3351	41.1655
RAB32	468.676	505.81300000000005	484.668	443.963	438.12199999999996	431.319
RAB33A	76.3954	78.0841	77.7437	65.613	64.4978	69.7946
RAB33B	1.92387	1.90567	2.05362	1.6253600000000001	1.84782	1.72655
RAB34	25.7777	22.5481	26.4266	21.4152	25.989	24.3077
RAB35	46.7996	44.3818	46.9936	44.0938	43.3692	44.9601
RAB36	0.11763299999999999	0.0765437	0.260466	0.116154	0.061044799999999996	0.12006700000000001
RAB37	0.062470500000000005	0.236492	0.130603	0.031037799999999997	0.05798480000000001	0.0950518
RAB38	216.263	220.23	210.37	203.09099999999998	197.205	202.705
RAB39A	0.0	0.0	0.0402745	0.0	0.0	0.0781704
RAB39B	0.03718219999999999	0.0	0.0	0.0369677	0.0	0.0
RAB3A	3.9382	4.4048	4.51317	2.40092	1.59499	1.8176900000000002
RAB3B	0.22221100000000002	0.183924	0.172698	0.134967	0.19659300000000002	0.30695300000000003
RAB3C	0.19128199999999998	0.21977	0.0	0.0	0.0	0.193346
RAB3D	3.2337700000000003	3.7791300000000003	2.9872	3.57105	3.77294	3.59847
RAB3GAP1	10.8214	11.5043	10.7406	10.9449	11.1616	11.6338
RAB3GAP2	18.2292	18.3348	16.3625	16.2377	16.6612	18.9033
RAB3IL1	30.7441	30.8884	31.1107	29.8107	26.8789	29.7272
RAB3IP	2.74916	2.28792	2.53971	1.51233	1.50563	2.32642
RAB40A	0.407598	0.566613	0.616535	0.258319	0.473605	0.47002299999999997
RAB40AL	0.0	0.0	0.0	0.0	0.0	0.0
RAB40B	1.17001	1.8406200000000001	1.67275	1.16096	1.35439	1.9278400000000002
RAB40C	3.7839	2.41961	3.5801	3.1566400000000003	2.8233599999999996	4.66209
RAB41	0.295852	0.08400410000000001	0.30937600000000004	0.517742	0.259759	0.22437600000000002
RAB42	0.0	0.11660799999999999	0.0	0.0	0.1202	0.0
RAB42P1	0.0	0.0	0.0	0.0	0.0	0.0
RAB43	1.5035	2.98353	3.96527	3.0394099999999997	2.1642099999999997	1.5147
RAB43P1	3.00875	1.3304	2.85889	3.05127	0.9224549999999999	1.70544
RAB44	0.0	0.0	0.0	0.0	0.0	0.0
RAB4A	33.6329	27.3393	33.8785	38.477	37.3721	39.5451
RAB4B	6.20526	5.5785599999999995	5.48412	7.4066	5.030819999999999	6.6485
RAB4B-EGLN2	0.26819699999999996	1.00734	0.578958	0.0	1.01145	0.493225
RAB5A	28.625999999999998	30.6609	27.7734	27.4491	26.6858	32.7925
